ds,yhat,yhat_lower,yhat_upper
2015-06-03,19.967441897780596,14.203263445371645,26.104922138706325
2015-06-04,20.51834517796125,14.636699851322872,26.857674124239093
2015-06-05,20.412640247876848,14.483475036016253,26.539651207173836
2015-06-06,19.970239548645534,13.677157601584996,26.17171315402238
2015-06-07,19.915214806482485,13.564754784007437,25.80976860217927
2015-06-08,19.584070424240128,13.467922716918743,25.61861039926873
2015-06-09,19.327277580922093,13.448148082784176,25.698534419182142
2015-06-10,19.59879572916058,13.714806572077764,25.509136438926387
2015-06-11,20.181359857727614,13.990121633226108,26.060093120969416
2015-06-12,20.116714333531377,13.528942796929389,26.207452292446856
2015-06-13,19.72403845281551,13.900242804139673,25.771376608088946
2015-06-14,19.726428855325775,13.313243012591746,25.71488446795937
2015-06-15,19.459189830329535,13.660751610945342,25.834148975039554
2015-06-16,19.27139101025975,13.180743145828483,25.603657762940458
2015-06-17,19.615418711565816,13.684664602085915,25.45225095092792
2015-06-18,20.272298663776137,14.138895609158098,26.387332761680454
2015-06-19,20.281970132296824,14.00931493908735,26.31099420862553
2015-06-20,19.961755591742296,14.398857430513544,26.18566514998522
2015-06-21,20.032889990748313,14.132483010711072,26.277556427986703
2015-06-22,19.828859413607752,13.350540760334331,25.99082741373853
2015-06-23,19.697007333322627,13.63269541216148,25.630215796890727
2015-06-24,20.088133373114957,14.094737080505693,26.107894559161178
2015-06-25,20.781860971884306,14.668857549104164,26.720298674440553
2015-06-26,20.81695264998402,14.64613152400492,26.801878371666078
2015-06-27,20.509815798465496,14.31769081605073,26.741611288209434
2015-06-28,20.58106191237366,14.274265356707023,26.70477689852739
2015-06-29,20.36386810156575,14.011253743025158,26.653013879226513
2015-06-30,20.204287776175903,13.953715075160234,26.457759837728442
2015-07-01,20.55478736683731,14.33519645537884,26.611704855413628
2015-07-02,21.195680062296702,15.232172308577239,27.373711092955695
2015-07-03,21.166740203181753,14.883193080378756,27.383219375196457
2015-07-04,20.785688864573103,14.342307474366812,26.91188380878283
2015-07-05,20.77472444316305,14.510741276090368,27.08430887132113
2015-07-06,20.46884771756097,14.832784484707862,26.662326769089926
2015-07-07,20.217439651170583,14.207021996375206,26.015699193104318
2015-07-08,20.473817347133018,14.39216884621678,26.521566012322086
2015-07-09,21.020545454702894,14.421299264129484,26.635315311643744
2015-07-10,20.899683020486073,14.661585620227852,26.549255050485897
2015-07-11,20.431210367758453,14.19133300155121,26.63548473427056
2015-07-12,20.33950090644985,14.582420091980824,26.703169944906374
2015-07-13,19.961588959808132,14.04771845555678,26.473684029175534
2015-07-14,19.648693473655516,13.717094765529087,25.818884417169613
2015-07-15,19.855724547005757,13.34685210507932,25.747957627142974
2015-07-16,20.36655150066381,14.314948812156977,26.411960726123972
2015-07-17,20.224213740183085,14.025937180113104,26.056398647401956
2015-07-18,19.749320066841506,13.381074880599547,25.78122858425782
2015-07-19,19.66650218389297,13.675139232776075,25.771727801698184
2015-07-20,19.312674075999286,13.46072335922357,25.509047237206495
2015-07-21,19.038557446913924,13.122349271113986,24.997953398001446
2015-07-22,19.298200188237875,13.03993842260416,25.41584977971901
2015-07-23,19.87426634069077,13.563050543978038,25.785092035060188
2015-07-24,19.80827826415608,13.482777181483256,26.050386560938147
2015-07-25,19.419055857612523,13.982457925365475,25.619972575479913
2015-07-26,19.42921751196137,13.796479439003846,25.46974033817945
2015-07-27,19.17349318595408,13.095693685717462,25.42786633846638
2015-07-28,19.000308314139065,12.911704586391123,24.78780535067598
2015-07-29,19.361363896069214,13.562726435987692,25.660255148296297
2015-07-30,20.03698950275265,13.863560094661773,26.074069874998504
2015-07-31,20.06644813848679,13.99001620957162,26.459071448747192
2015-08-01,19.766436019399904,13.54128058385891,25.608234608014538
2015-08-02,19.857640222013792,13.809216483443892,26.07471461243762
2015-08-03,19.673102963100494,13.757874044866426,25.911363426954534
2015-08-04,19.559849739792647,13.825350636006318,25.65616841746739
2015-08-05,19.966900952816193,14.243860472952024,26.03191638237284
2015-08-06,20.67546489315662,14.728489731708741,26.684359114055397
2015-08-07,20.724445843740487,15.408877418445556,26.780165751201142
2015-08-08,20.430554255419732,14.296909287245278,26.25590693006958
2015-08-09,20.514859559584785,14.367694716483905,26.656695369571104
2015-08-10,20.311138940842408,14.274028932376643,26.398449588647065
2015-08-11,20.167479734766285,13.560301978005159,26.274440727200698
2015-08-12,20.53586025243195,14.298654174329599,26.609433994070784
2015-08-13,21.197485736139246,14.790518483248892,27.580601432171182
2015-08-14,21.193058873365267,14.525617801159063,26.868416048147434
2015-08-15,20.841228928947768,14.822294166691295,27.039039296572554
2015-08-16,20.86508393147189,15.212237933378692,27.183344621615234
2015-08-17,20.600436601407786,14.59495297454335,26.644550567602913
2015-08-18,20.397363566241697,14.342824419892402,26.698602488744207
2015-08-19,20.709724565680116,14.336105338032809,26.28594688491363
2015-08-20,21.320440217573864,15.080792867680218,27.776277046017153
2015-08-21,21.271709546909367,15.228566774321797,27.451586650958056
2015-08-22,20.883412968617126,15.037805874635556,27.356492617948806
2015-08-23,20.87956659663343,15.037820795170836,27.03470090559951
2015-08-24,20.596579764363046,14.409382245471482,26.25812467801347
2015-08-25,20.384776222736274,14.483826941160634,26.737925136548547
2015-08-26,20.697906333277444,14.727262348069674,26.454130861711338
2015-08-27,21.318429113375068,14.937887938176322,27.759854882583756
2015-08-28,21.287745283242906,15.545065498484613,27.218739514599424
2015-08-29,20.92462661139581,14.613863675054247,26.912508356377145
2015-08-30,20.951706704588112,14.803776541258419,27.007658820651045
2015-08-31,20.703784086686465,14.314631281361594,26.765243871680813
2015-09-01,20.529396705846764,14.726869977977621,26.656420792255243
2015-09-02,20.880393611125257,14.460479717876725,26.67646604001011
2015-09-03,21.53728087463734,15.085323002453165,27.83173398509497
2015-09-04,21.539520973886894,15.959596292545863,28.136449481305068
2015-09-05,21.20402889887519,15.298490584165247,27.27013432300626
2015-09-06,21.25172805996429,15.046425200445512,27.40360034700394
2015-09-07,21.015914794998192,14.746771311391246,27.398318249134867
2015-09-08,20.8438886545169,14.337408163902252,26.972118281795066
2015-09-09,21.186572390953003,15.416037460037032,27.47179290015887
2015-09-10,21.822349386004973,15.540431088834698,27.713319796856315
2015-09-11,21.792035009353583,15.890092058275572,28.044719451508776
2015-09-12,21.41274682765933,15.892924246561284,27.87050424743007
2015-09-13,21.406013286724985,15.681444638518922,27.483848014463852
2015-09-14,21.106130650237397,14.994458430584137,26.923066960984976
2015-09-15,20.861773101495523,14.444907086231694,26.45356285289095
2015-09-16,21.125580313406353,15.162774747978522,27.510987577138597
2015-09-17,21.679498702315055,15.713394131625561,27.826562254852178
2015-09-18,21.565055329040323,15.483418774101134,27.813889116343173
2015-09-19,21.10180808603805,15.446538412192277,27.030515065795676
2015-09-20,21.01383624460746,15.063463071091427,27.152921554822488
2015-09-21,20.638021761803344,14.580392770428077,26.81361911095184
2015-09-22,20.325580691820207,14.154723767192884,26.61583634799261
2015-09-23,20.53157130278574,14.63623321348394,26.673378570980354
2015-09-24,21.040157474023683,15.008411252772989,27.691022738295764
2015-09-25,20.89480869214607,14.588715515597007,26.646952262151487
2015-09-26,20.416682566355504,14.136939500553103,26.257152909519824
2015-09-27,20.3310560768227,13.63968738602137,26.145708978159966
2015-09-28,19.975557889628163,13.88517330270589,25.819112605292215
2015-09-29,19.701662750979118,13.527319112148682,25.280392519256715
2015-09-30,19.964175911070665,14.125464263431667,25.920307835408877
2015-10-01,20.546487139188862,14.733397824930748,26.982131652546627
2015-10-02,20.490776237758332,14.30353092133933,26.779122148576622
2015-10-03,20.116416144399807,13.729022928620198,26.28109192722423
2015-10-04,20.146439572282723,13.956310703393582,26.4555277187631
2015-10-05,19.9158208271293,13.717941468434987,25.66497127902704
2015-10-06,19.773032699910818,13.983387636460765,25.936952727200246
2015-10-07,20.169604878699626,14.534229866908218,26.434382556141863
2015-10-08,20.885461578023406,14.646243098139093,26.976850316348838
2015-10-09,20.959218121363914,15.13517948120705,27.843267305008567
2015-10-10,20.706680142096502,14.452884142140633,26.67986322952125
2015-10-11,20.847408742671718,14.802876967361966,27.453783698543383
2015-10-12,20.713100524397703,14.459300456063573,26.960046403473044
2015-10-13,20.64923962087272,14.765692214432665,26.28305972616268
2015-10-14,21.10474545012455,14.695811203285508,27.249522578767518
2015-10-15,21.856298686690245,15.70197125145949,28.19372753527195
2015-10-16,21.941985686365154,15.509258527144354,27.86289501797003
2015-10-17,21.6765770286635,15.511453876961644,27.746141128200932
2015-10-18,21.779227521378683,15.748666396785236,28.245596876102923
2015-10-19,21.581882207651404,15.728343014196215,28.016432153980087
2015-10-20,21.430937068948865,15.292485055424377,27.66460122129186
2015-10-21,21.77687757887478,15.58110059501818,27.76540506794401
2015-10-22,22.399670118644956,16.124494157205326,28.364307813187494
2015-10-23,22.339083987631263,16.53499721050427,28.603932517053764
2015-10-24,21.913186423660047,16.21777736969686,28.020192208171284
2015-10-25,21.84487351998768,15.951889537511693,28.11391748370561
2015-10-26,21.470186320565983,15.183342623809793,27.26485490578177
2015-10-27,21.139870419941218,15.582797847034596,27.464597656605978
2015-10-28,21.308904778983962,15.38026613895666,27.422876898015748
2015-10-29,21.761777596974333,15.90115614466427,27.829745131809222
2015-10-30,21.542690002339405,15.095119343596217,27.662286806467
2015-10-31,20.973933124088664,15.157579497316979,26.90369875491223
2015-11-01,20.782304611987193,14.833739868601457,27.278532269597566
2015-11-02,20.30731701522199,14.360110598397572,26.3223421848762
2015-11-03,19.902659334954606,13.744844963739284,26.26680408564993
2015-11-04,20.025640228686242,14.296844831382453,26.497361850602974
2015-11-05,20.46239317335192,14.668471005071575,26.51389780936755
2015-11-06,20.258026444932494,14.05489807257961,26.437965026824028
2015-11-07,19.73496514010704,13.775840328015521,25.72397943201273
2015-11-08,19.619352489577505,13.646031699493413,25.628913227432495
2015-11-09,19.249263535223847,12.970235601448353,25.405159982157144
2015-11-10,18.976192606380117,13.060165727384325,24.841159522534433
2015-11-11,19.25454264166268,12.910517265636924,25.742208522445335
2015-11-12,19.866895686451493,13.256909652179077,26.087594058761123
2015-11-13,19.854245922704735,13.451520576639556,26.382380214971853
2015-11-14,19.534440466598195,13.35998821108266,25.70784083152035
2015-11-15,19.62869275355399,13.223165852645725,26.022917540847732
2015-11-16,19.469918774158984,13.043225972339423,25.16076666993087
2015-11-17,19.404354480876105,12.893876024269948,25.670107941748807
2015-11-18,19.88117907086052,13.350028918069109,25.943492278958125
2015-11-19,20.677919995669964,14.624875004057882,26.984452799288213
2015-11-20,20.83051820287903,15.14152021460815,26.830460075108103
2015-11-21,20.65279199828878,15.121405640936281,26.67636277387661
2015-11-22,20.862167749400427,15.094928998534433,27.311077015706378
2015-11-23,20.788417849878492,14.546779491704372,26.795991927694857
2015-11-24,20.775364843507425,15.186292430412303,26.895484802213645
2015-11-25,21.270573340823383,14.964295654655773,27.243652726808673
2015-11-26,22.0508036393246,15.591465955849802,28.167131229485282
2015-11-27,22.152403451611573,16.167832202293287,28.162255283629147
2015-11-28,21.889878626356044,15.468540904597022,27.859003318860587
2015-11-29,21.98250405281444,16.10962850429398,28.24211136859886
2015-11-30,21.76272220617808,15.82801560875373,27.845391035319885
2015-12-01,21.57778575018373,15.79374968339744,27.621210466824
2015-12-02,21.879367957567364,15.93652432081153,27.888376905094788
2015-12-03,22.448916844192855,16.423358003773263,28.322200537866372
2015-12-04,22.327931887501915,16.178956962772332,28.002888772062946
2015-12-05,21.836407099106193,15.885434944503574,28.009204749751174
2015-12-06,21.69930487135278,15.541917900713623,27.884292234811266
2015-12-07,21.254811545030556,14.85949972963744,27.41466046240611
2015-12-08,20.85583477423867,14.7974509087434,26.452150266056538
2015-12-09,20.9594701827874,15.153965965438575,26.878013422705003
2015-12-10,21.352216918017863,15.290454043339473,27.820902691092787
2015-12-11,21.080124561566052,14.863638934767188,26.937427869487937
2015-12-12,20.467118540038573,14.025142532342697,26.649611814156856
2015-12-13,20.24137152392855,14.026662294373015,26.463681863990274
2015-12-14,19.743474444644885,13.85169257634462,26.051799509189287
2015-12-15,19.3278694316553,12.628429476465923,25.404479938085338
2015-12-16,19.45227387426235,13.105992850473575,25.900814722526736
2015-12-17,19.90287636284322,14.202868010787984,25.929225938228523
2015-12-18,19.724487526048456,13.820225415166268,26.295398679624626
2015-12-19,19.238892856873083,13.309401681711293,25.9197263398443
2015-12-20,19.171274359750303,13.143294238364986,25.466426421330944
2015-12-21,18.858453403095485,12.586856516806607,25.142463712514225
2015-12-22,18.650415276953698,12.766767543063342,24.634271851815097
2015-12-23,18.999842348069553,12.9514958108232,25.17023181640616
2015-12-24,19.687433805491956,13.59466536653017,26.151461703845726
2015-12-25,19.752191874086435,13.754737803344733,25.976922187210253
2015-12-26,19.50991815455532,13.134516903594408,25.55854171086716
2015-12-27,19.679783280802383,13.501620862188503,25.86451032408788
2015-12-28,19.592718529274133,13.360815959869596,25.802469543156317
2015-12-29,19.593086113109553,13.661420585659673,26.18244183680895
2015-12-30,20.128351373144785,13.780066197760508,26.18358971595736
2015-12-31,20.97453135672564,14.247448674393315,26.906176748873612
2016-01-01,21.166596428963157,14.557066631487407,27.282410968277635
2016-01-02,21.01706569421319,14.958515554046173,26.771224242532625
2016-01-03,21.24265696412311,15.1203270353106,27.464164862415604
2016-01-04,21.17273793706599,14.919501241706845,27.19250433884412
2016-01-05,21.151033891378322,15.079306900266644,27.010959558418193
2016-01-06,21.62531424217839,15.306586545847738,27.59270106371393
2016-01-07,22.372832181638255,16.015648563953583,28.55002044496344
2016-01-08,22.430694370335466,16.57663016982172,28.80558057826924
2016-01-09,22.11440236310879,15.438403793121084,28.042696370912328
2016-01-10,22.14442796743435,16.267253532657396,28.292309379661912
2016-01-11,21.854571175827644,16.407034998952323,28.25995024999233
2016-01-12,21.593558412140766,15.718016704916051,27.744245260569127
2016-01-13,21.81460627396489,15.575708780530721,27.83752702937748
2016-01-14,22.300728142687497,16.278713745256468,28.532961131263466
2016-01-15,22.094964016361683,16.138869413704846,28.16417657155051
2016-01-16,21.518778783140142,14.963667118763668,27.856714914109943
2016-01-17,21.2984947225154,15.566961534430675,27.34568684721672
2016-01-18,20.773510427113393,14.620301815122312,26.871635057058324
2016-01-19,20.297767307371664,14.240850274789425,26.33216342253769
2016-01-20,20.3291920682099,14.627669534893428,26.397996761099193
2016-01-21,20.65489544034271,14.605114402537744,26.738294772540712
2016-01-22,20.32131006480351,14.025429435989524,26.10932297094498
2016-01-23,19.652514862837098,13.86879279823171,26.489726668416655
2016-01-24,19.376613313975266,13.07866735966823,26.07410610083155
2016-01-25,18.833918955315696,12.552116449778447,24.97166897614208
2016-01-26,18.378409846422347,12.298805384511912,24.525940737868776
2016-01-27,18.467180424441686,12.42055028906319,24.1761323683213
2016-01-28,18.885670526788534,12.655027340816629,24.45779838200647
2016-01-29,18.67785345386577,12.779621797711647,24.84491695244886
2016-01-30,18.164628890239054,12.141827653238895,24.686284582273895
2016-01-31,18.07028614625218,12.296406304325041,24.347129554958514
2016-02-01,17.73078871673842,11.699711797544758,23.893435398870636
2016-02-02,17.495339189802717,11.804634887704424,23.877328115085863
2016-02-03,17.81595007230399,11.806938431019923,24.02494716454266
2016-02-04,18.472797208052825,12.320736411103479,24.280735561877137
2016-02-05,18.504534503430254,12.312903339111593,24.095316672175365
2016-02-06,18.2268126122949,12.420457316181446,24.57639685597435
2016-02-07,18.35886395843803,12.552798172302213,24.733743557739466
2016-02-08,18.231902134239732,12.012256194387268,24.34414311769594
2016-02-09,18.19079205442293,11.909517584656149,24.504501762799485
2016-02-10,18.68371397130644,12.444483532372681,24.080279291585494
2016-02-11,19.487595993332647,13.603109539132852,25.682769565162758
2016-02-12,19.638492154448382,13.463610719424445,25.750598980780808
2016-02-13,19.450147456436277,13.655872327263657,25.985699035506787
2016-02-14,19.640611488039415,13.994552081621796,25.345826892384142
2016-02-15,19.540648351221467,13.223815046450257,25.5034301287344
2016-02-16,19.495399429342562,13.594695330829826,25.07535659610686
2016-02-17,19.954022709744258,13.994695270267762,25.90723132839709
2016-02-18,20.69508433318567,14.750371090394877,26.985369840104315
2016-02-19,20.75688083665987,14.906664910686976,27.054501900873635
2016-02-20,20.455935273111766,14.517727743765583,25.864847358777993
2016-02-21,20.513530862003744,14.448078797982037,26.37889709005703
2016-02-22,20.264032179550767,14.567989286392734,26.473275654980498
2016-02-23,20.056452865297352,14.085656523373693,26.15719179237684
2016-02-24,20.34399609511939,14.077300512871272,26.836288594095276
2016-02-25,20.909346057611366,15.213747569786499,26.917150085193153
2016-02-26,20.79489142422909,14.815565694142046,26.61188005411435
2016-02-27,20.321126414816128,14.388809337886755,26.18630709513401
2016-02-28,20.213095364487387,13.990185175451929,26.821383276027692
2016-02-29,19.808632832128954,13.580786689218527,25.595869275771356
2016-03-01,19.459859991037536,13.214832935574236,25.29550912776026
2016-03-02,19.622665009423027,13.664480114978655,26.07966735267115
2016-03-03,20.08194677989349,14.179517203170054,26.007466715125126
2016-03-04,19.881803755615394,14.287446190735928,25.751740188214807
2016-03-05,19.343913897951808,13.308715984952709,25.42275932422333
2016-03-06,19.193971681615846,13.184323987661495,25.64610239459509
2016-03-07,18.769933883451085,12.486836984517467,24.771994669424885
2016-03-08,18.423534259098712,12.76288638794024,24.279068488306045
2016-03-09,18.60979384948842,12.383725370533206,24.5776791515338
2016-03-10,19.11230507663557,12.816888549378717,25.585868432344892
2016-03-11,18.973469935293622,13.276745263545113,25.25129724629926
2016-03-12,18.51293666551342,12.184478478007707,24.56646652123178
2016-03-13,18.454099102070217,12.313602821840115,24.576670537013865
2016-03-14,18.13240860218516,11.940410885223702,24.099683434098075
2016-03-15,17.896956797025098,11.517693251877526,24.431739283516656
2016-03-16,18.20005410325451,11.965506605973536,24.73048221004175
2016-03-17,18.822580390577077,12.58776275511611,25.052879668495212
2016-03-18,18.804286494964085,13.009330351186383,25.039977332732626
2016-03-19,18.46228949632783,12.443484055555277,24.839775018925245
2016-03-20,18.51762468654791,12.470931807490272,24.611489562053922
2016-03-21,18.30360308064201,12.743350569105674,24.606795158270156
2016-03-22,18.16743190877276,11.99207111710085,23.974501331628755
2016-03-23,18.559822470321272,12.223021313799181,24.677639692013717
2016-03-24,19.26036144763119,12.889857329954713,25.246640019415416
2016-03-25,19.30782432398454,12.924862646345977,25.42060205355577
